id,name,phone_number,url,notification,primary_care_doctor,adress,holiday_support
4179,今井医院,042-561-3753,-,なし,0,東京都東大和市南街5-36-8,0.0
4180,東大和ホームケアクリニック,042-562-5738,-,なし,0,東京都東大和市南街2-49-3,2
4181,石山内科・ペインクリニック,042-563-1027,-,なし,0,東京都東大和市南街1-39-9,0.0
4182,広沢こどもクリニック,042-562-3545,-,"要予約。
小児のみ対応
成人対応不可
直接来院されての対応不可
診察方法を指示しますので、必ず事前に電話連絡をお願いします。",1,東京都東大和市中央3-922-1,0.0
4183,東大和市休日急患診療所,042-564-8181,-,なし,0,東京都東大和市立野１-１６-１,1.0
4184,東京都立東大和療育センター,042-567-0222,-,事前にお電話にてご相談ください。,0,東京都東大和市桜が丘三丁目４４番地の１０,0.0
4185,"医療法人社団 伸樹会
おさか内科・整形外科",042-567-8250,-,なし,1,東京都東大和市上北台1-2-14上北台メディカルビル2.3階,0.0
4186,さくらこどもクリニック,042-566-8177,-,なし,0,東京都東大和市上北台３-３９３-１,0.0
4187,上北台耳鼻咽喉科,042-566-1133,-,なし,0,東京都東大和市上北台1-2-14上北台メディカルビル5階,0.0
4188,医療法人社団正洋会アイエスクリニック,042-563-1881,-,なし,1,東京都東大和市奈良橋６-８８５-１４,1.0
4189,医療法人社団 忍会 野口医院,042-561-3010,-,なし,0,東京都東大和市芋窪3-1629,0.0
4190,田島内科クリニック,042-561-0006,-,電話にて予約枠を確保致しますので、診察ご希望の方はクリニックまでお電話下さい。,1,東京都武蔵村山市中央3-50-1,0.0
4191,武蔵村山市休日急患診療所,042-564-4114,-,なし,0,東京都武蔵村山市本町1-23,0.0
4192,向日葵クリニック,042-562-1983,-,抗原キットをご希望の方はお電話にて確認後、申込書を記載の上来院して下さい。,1,東京都武蔵村山市学園3-88-2,0.0
4193,岩田小児科医院,042-562-0871,-,なし,1,東京都武蔵村山市緑が丘1492-50-58,0.0
4194,医療法人社団昭成会 半田医院,042-564-8649,-,なし,1,東京都武蔵村山市大南3-54-16,0.0
4195,医療法人社団もかほ会 武蔵村山さいとうクリニック,042-590-2266,-,来院前に必ずお電話をください。,1,東京都武蔵村山市大南3-68-3,1.0
4196,大南ﾌｧﾐﾘｰｸﾘﾆｯｸ,042-590-0373,-,発熱外来は、月―金、朝8:50から、当日診療分の予約を行います。,1,東京都武蔵村山市大南2-1-8,0.0
4197,医療法人 社団 健剛会 おぜきクリニック,042-563-7001,-,なし,1,東京都武蔵村山市大南2丁目39番地2号フラット大南1号館,2
4198,かえで耳鼻咽喉科,042-563-8733,-,なし,0,東京都武蔵村山市大南5-72-4,0.0
4199,医療法人社団もくせい会 奥住循環器内科クリニック,042-565-7123,-,なし,1,東京都武蔵村山市榎２丁目８５-１,0.0
4200,社会医療法人財団大和会 武蔵村山病院,042-566-3111,-,"月～土の8：30～10：30の受付で対応中。日祝は8：30～10：00の受付、50名までで対応中。
",1,東京都武蔵村山市榎1-1-5,1.0
4201,医療法人社団東晴会 伊奈平南クリニック,042-560-1311,-,なし,1,東京都武蔵村山市伊奈平4-4-1,0.0
4202,北條医院,042-560-3541,-,なし,1,東京都武蔵村山市残堀4丁目113番地1,0.0
4203,かめい内科・外科クリニック,042-531-8998,-,なし,0,東京都武蔵村山市残堀２-１４-１,0.0
4204,医療法人社団藤啓会 北町診療所,0422-22-8151,-,発熱/下痢/ダルい/頭痛等、何かしらの症状がある方は、必ず来院する前に電話を頂けるようお願いします。,1,東京都武蔵野市吉祥寺北町1-1-3,0.0
4205,中田内科クリニック,0422-28-4600,-,なし,1,東京都武蔵野市吉祥寺北町2-1-14,0.0
4206,もとはし内科,0422-23-6886,-,なし,1,東京都武蔵野市吉祥寺北町2-19-9,0.0
4207,沼田内科小児科医院,0422-22-7260,-,なし,1,東京都武蔵野市吉祥寺北町2-5-17,0.0
4208,長谷川小児科医院,042-222-6804,-,なし,0,東京都武蔵野市吉祥寺北町2-8-5,0.0
4209,わたなべ小児科,0422-28-1222,-,なし,0,東京都武蔵野市吉祥寺北町1-18-7,0.0
4210,おいかわこどもクリニック,0422-20-3715,-,なし,0,東京都武蔵野市吉祥寺北町2-2-17,2
4211,小野耳鼻咽喉科,0422-22-8650,-,なし,1,東京都武蔵野市吉祥寺東町1-1-22,0.0
4212,"一般財団法人ファミリーヘルス財団
ファミリヘルスクリニック武蔵野",0422-21-4800,musashino@f-health.org,なし,1,東京都武蔵野市吉祥寺東町2-7-3,0.0
4213,松井クリニック,0422-20-1001,-,なし,0,東京都武蔵野市吉祥寺東町2-17-27,0.0
4214,松本医院,0422-22-5755,-,なし,0,東京都武蔵野市吉祥寺東町1-23-3,0.0
4215,医療法人社団 正友会 松井健診クリニック 吉祥寺プレイス,0422-22-2270,-,なし,0,東京都武蔵野市吉祥寺1-19-23,0.0
4216,吉祥寺・藤田クリニック,0422-40-5177,-,時間的隔離を行っての診療となります。,1,東京都武蔵野市吉祥寺南町1-1-10　MAビル７階,0.0
4217,吉祥寺榊原クリニック,0422-48-6311,-,なし,0,東京都武蔵野市吉祥寺南町1-8-6,2
4218,医療法人社団緑祐会　吉祥寺駅前クリニック,0422-72-3088,-,なし,0,東京都武蔵野市吉祥寺南町2-2-5　アスコーナミエビル7階,1.0
4219,吉祥寺南町診療所,0422-49-9820,-,なし,1,東京都武蔵野市吉祥寺南町5-12-6,2
4220,医療法人啓仁会 吉祥寺南病院,0422-45-2161,-,なし,0,東京都武蔵野市吉祥寺南町3-14-4,2
4221,吉祥寺まいにちクリニック内科皮膚科泌尿器科,web予約,https://kichijojiclinic.com/,なし,1,東京都武蔵野市吉祥寺本町1-9-10レインボービル2階,1.0
4222,"医療法人社団　KMC
吉祥寺まいにちクリニック内科皮膚科泌尿器科",web予約,https://reserve.mainichiclinic.jp/6,"当院は予約制となります。
ご予約はweb or lineからご予約ください。https://kichijojiclinic.com/reserve/
",1,東京都武蔵野市吉祥寺本町１-９-１０レインボービル２F,1.0
4223,時計台メディカルクリニック,0422-20-1151,-,発熱症状のある方は電話でご相談ください。予約ができたら問診票をSMSで送ります。保険証写真を添付して送信ください。自分で検査をした方はその写真も送ってください。,1,東京都武蔵野市吉祥寺本町3-10-14吉祥寺まるともビル１０１,0.0
4224,医療法人社団聖樹会渡辺医院,0422-22-8937,-,なし,1,東京都武蔵野市吉祥寺本町4-7-9,0.0
4225,矢部耳鼻咽喉科,0422-22-4172,-,なし,1,東京都武蔵野市吉祥寺本町２-３３-１３,0.0
4226,吉祥寺メディカルクリニック,0422-23-2820,-,なし,1,東京都武蔵野市吉祥寺本町2-13-4井野ﾋﾞﾙ202号室,0.0
4227,"医療法人社団　息吹会
中じまクリニック",042-221-6251,-,なし,1,東京都武蔵野市吉祥寺本町2-14-5 　SAURUS吉祥寺2階 ,0.0
4228,松倉メディカルクリニック,0422-20-0055,-,なし,0,東京都武蔵野市吉祥寺本町2-2-14-8階,0.0
4229,吉祥寺中医クリニック,0422-20-4110,-,なし,0,東京都武蔵野市吉祥寺本町1-13-6 古谷ビル5F,2
4230,医療法人社団大晴朗 晴朗クリニック,0422-23-7234,-,なし,1,東京都武蔵野市吉祥寺本町2-10-12,2
4231,医療法人社団諸星会吉祥寺もろほし耳鼻咽喉科,0422-20-4133,-,基本的に発熱外来はオンライン診療で受け付けております。クリニックHPよりご予約ください。,0,東京都武蔵野市吉祥寺本町一丁目７番４号丸二清水ビル３階,1.0
4232,木下循環器呼吸器内科クリニック,0422-22-8300,-,なし,0,東京都武蔵野市吉祥寺本町1-33-6 木下ビル1F,0.0
4233,医療法人社団白百合会タワーズ内科クリニック,0422-50-1331,-,なし,1,東京都武蔵野市中町1-12-10 武蔵野タワーズスカイゲートタワー5階 クリニックモールB号,0.0
4234,きくざとファミリークリニック,080-6476-0949,-,発熱外来は当日予約制です。発熱外来予約専用電話　080-6476-0949,1,東京都武蔵野市中町1-23-3 アドリーム三鷹1階１０４号室,0.0
4235,医療法人社団 良寛会 良寛こどもファミリークリニック,0422-27-8621,-,なし,1,東京都武蔵野市中町２ー４ー５ １Ｆ,0.0
4236,医療法人社団順聖会　吉方病院,0422-52-4371,-,・PCR検査結果が15分で結果がでます・おひとりで受診できる方のみ（独歩）対応可能・,1,東京都武蔵野市中町2-2-4,0.0
4237,医療法人社団　幸優会　みたかの森クリニック,0422-60-3433,-,なし,0,東京都武蔵野市中町1-4-4　スクウェアー三鷹ビル2F,0.0
4238,高橋医院,0422-52-3149,-,なし,0,東京都武蔵野市中町2-13-25,0.0
4239,医療法人社団吉祥社 中町内科医院,0422-55-1203,-,なし,0,東京都武蔵野市中町2-31-12 メゾン・ド・マーティ１階,0.0
4240,医療法人社団北條会 三鷹もろほし耳鼻咽喉科,0422-37-3341,-,基本的に発熱外来はオンライン診療で受け付けております。クリニックHPよりご予約ください。,0,東京都武蔵野市中町一丁目１２番１０号武蔵野タワーズスカイゲートタワータワーズモール内５階・Ｃ号,0.0
4241,杉山耳鼻科クリニック,0422-60-2122,-,通常の診療と並行して発熱等のある方の診療を行うため、待ち時間が長くなることが予想されます。予めご了承ください。,0,東京都武蔵野市中町1-17-7　三興ビル1階,0.0
4242,内科いしだクリニック,0422-53-1115,-,なし,0,東京都武蔵野市中町1-17-2ステラ武蔵野2階,0.0
4243,医療法人社団東京白報会みたか在宅診療所,0422-27-7883,-,なし,0,東京都武蔵野市中町1-6-7　朝日生命三鷹ビル7F,0.0
4244,医療法人社団陽和会 武蔵野陽和会病院,0422-52-3212,-,なし,1,東京都武蔵野市緑町２-１-３３,0.0
4245,医療法人社団ゆうの会 むさしの共立診療所,0422-52-2512,-,なし,1,東京都武蔵野市西久保2-17-11,0.0
4246,かたおか医院,0422-50-5311,WEB問診あり。「かたおか医院　問診」で検索、先に問診を入れても可。,経口治療薬はハイリスクの人のみ処方可,1,東京都武蔵野市西久保3-2-22 イノグリーンフォレスト101,0.0
4247,むさしの耳鼻科矢野医院,0422-52-3932,-,なし,1,東京都武蔵野市西久保３-７-１１,0.0
4248,田原医院,0422-51-8458,-,混雑時はかかりつけの方が優先になり、かかりつけ以外の方には対応できない場合があります。,1,東京都武蔵野市関前3-3-9,0.0
4249,医療法人社団成友会 小森病院,0422-55-8311,-,なし,1,東京都武蔵野市関前3-3-15,0.0
4250,ほりうちクリニック,0422-38-8770,-,https://horiuchi-cl.jp/,1,東京都武蔵野市関前5-8-10,0.0
4251,桜堤ファミリークリニック,0422-53-1111,-,なし,1,東京都武蔵野市桜堤２-８-５５ パークシティ武蔵野桜堤 桜景邸118号,0.0
4252,いるかこどもクリニック,0422-52-1650,-,なし,1,東京都武蔵野市桜堤２-７-２７メディシャトル桜堤１０２号,0.0
4253,サルスクリニック武蔵境,web予約,https://salus-ms.reserve.ne.jp/sp/index.php?,発熱症状のある方、濃厚接触者の方は必ず予約サイト（オンライン予約用ページアドレス）から発熱外来をご予約ください。,1,東京都武蔵野市境1-15-5 グランシャルール武蔵境3F,1.0
4254,一般財団法人天誠会 武蔵境病院,0422-51-0301,-,無症状の方への検査は行っておりません。,1,東京都武蔵野市境1-18-6,0.0
4255,医療法人社団りょうふう 春木医院,0422-51-4567,-,なし,1,東京都武蔵野市境1-5-4,0.0
4256,耳鼻咽喉科　青木クリニック,0422-50-3321,aoki-clinic.com,なし,1,東京都武蔵野市境2-14-1　スイングビル402,0.0
4257,はせがわ内科,0422-53-0001,-,なし,1,東京都武蔵野市境4-4-1,0.0
4258,かしわでクリニック,0422-38-7277,-,発熱がなくても、感染症症状が見られる方の診療は完全予約制です。受診希望当日の朝に、必ず予約のお電話をお願いします。,1,東京都武蔵野市境2-15-5,0.0
4259,おおやクリニック,0422-51-3001,-,専用アプリダウンロードから予約ください。,1,東京都武蔵野市境2-8-3,0.0
4260,境藤田クリニック,0422-37-9588,-,なし,1,東京都武蔵野市境1-7-5,2
4261,医療法人社団雄平会長沼整形外科・内科医院,0422-59-1300,-,なし,1,東京都武蔵野市境2-13-6,0.0
4262,医療法人社団白百合会スイング・ビル野崎クリニック,0422-36-3534,-,なし,1,東京都武蔵野市境2-14-1スイング803号,2
4263,医療法人社団白百合会リリーローズメロディチャイルドクリニック,0422-56-8810,-,なし,0,東京都武蔵野市境一丁目1番7 号 QuOLa1階C号,0.0
4264,むさしの糖尿病・甲状腺クリニック,0422-56-1510,-,なし,0,東京都武蔵野市境1-15-10 イストワール101号,0.0
4265,武蔵境耳鼻咽喉科,0422-56-8250,-,なし,0,東京都武蔵野市境１-１５-５ グランシャルール武蔵境２A,0.0
4266,いちむら内科クリニック,042-239-4123,-,なし,1,東京都武蔵野市境南町1-30-16,0.0
4267,医療法人社団福正会甲賀クリニック,0422-30-7707,-,なし,1,東京都武蔵野市境南町3-12-2,0.0
4268,武蔵境病院付属あんずクリニック,0422-50-9770,-,毎週水曜日は、内科（１５歳以上対象）の発熱外来は実施しておりません。また、毎週土曜日は、小児科（１４歳以下）の発熱外来は、行っておりません。,1,東京都武蔵野市境南町4-1-15,0.0
4269,医療法人社団　彩悠会　まつもとファミリークリニック,0422395315,-,なし,0,東京都武蔵野市境南町２-９-３大矢ビル２F,0.0
4270,医療法人社団 恒新会 武蔵境クリニック,0422-32-5613,-,なし,0,東京都武蔵野市境南町２-２７-７,1.0
4271,医療法人社団臥牛会ごとう内科・循環器クリニック,0422-32-5048,-,なし,0,東京都武蔵野市境南町2-20-6,0.0
4272,武居小児科医院,0422-32-4152,-,2022年03月２２日より当面の間中止させていただきます。,0,東京都武蔵野市境南町２-８-１７ー２F,0.0
4273,湯川リウマチ内科クリニック,0422-31-1155,-,なし,0,東京都武蔵野市境南町３-１４-６ 山桃ビル3階,0.0
4274,角田整形外科クリニック,0422-32-1110,-,なし,0,東京都武蔵野市境南町5-3-16,2
4275,高水クリニック,0422-76-1232,-,なし,1,東京都三鷹市井の頭２-１４-２,0.0
4276,笹本医院,0422-44-5802,-,発熱外来は診療前に必ず電話予約をお願いします,1,東京都三鷹市井の頭1-31-22,0.0
4277,松川内科クリニック,0422-70-5525,-,なし,1,東京都三鷹市井の頭2-1-17-201,0.0
4278,牟礼の里駅前クリニック,0422-40-6054,-,なし,1,東京都三鷹市井の頭2-7-9 栗原ビル1階,0.0
4279,武蔵野みどり診療所,0422-24-9933,-,なし,0,東京都三鷹市井の頭5-7-36SAKURA1階,0.0
4280,医療法人社団慈司会 若林医院,0422-43-0526,-,なし,1,東京都三鷹市井の頭４-１６-１０,2
4281,医療法人社団 慈昭会 石井医院,042-244-3090,-,必ず、事前に電話連絡をしてから来院して下さい。,0,東京都三鷹市井の頭２丁目３２番３７号,0.0
4282,藤林医院,0422-43-4322,-,なし,0,東京都三鷹市井の頭3-12-15,0.0
4283,医療法人社団勁心会天神前クリニック,0422-71-8191,-,発熱外来受診時は必ずお電話にてお問合せください。,1,東京都三鷹市牟礼7-1-24,0.0
4284,牟礼高山診療所,0422-70-4976,-,なし,1,東京都三鷹市牟礼４-２-１４,0.0
4285,しんかわ医院,0422-70-5711,-,なし,1,東京都三鷹市牟礼7-5-14牟礼クリニックモール2階,2
4286,本田医院,0422-43-8310,-,なし,0,東京都三鷹市牟礼1-12-10,2
4287,医療法人社団 喜松会 むれクリニック,0422-44-1739,-,なし,0,東京都三鷹市牟礼６-４-８,0.0
4288,三鷹さくらクリニック,0422-43-6410,-,現在オンライン診療は、当院で配布した検査キットの陽性者と、当院でのPCR検査で陽性になった方の予後のみ対応,0,東京都三鷹市牟礼　2-11-5,0.0
4289,いりえ内科クリニック,03-5314-3577,-,なし,1,東京都三鷹市北野4-5-30,0.0
4290,やまだ循環器内科クリニック,0422767720,-,なし,0,東京都三鷹市北野4-12-17,0.0
4291,医療法人社団 幹友会 小野耳鼻咽喉科,0422-76-5007,-,なし,1,東京都三鷹市新川四丁目８番１４号 ハイウエスト１階,0.0
4292,医療法人社団　安真会　所澤クリニック,042-2766-055,-,なし,1,東京都三鷹市新川6-9-6 シンエイビル2F,0.0
4293,新川すみれクリニック,0422-26-5655,-,なし,0,東京都三鷹市新川6-8-10　サンシャインビル2F,0.0
4294,医療法人社団理恵会新川クリニック,0422-43-0123,-,なし,0,東京都三鷹市新川5-6-21,0.0
4295,仙川腎リウマチ・内科クリニック,03-5969-9668,-,なし,1,東京都三鷹市中原1-28-22 ビレッジ仙川壱番館1階,0.0
4296,医療法人社団かえでこどもクリニック,web予約,https://kaede.mdja.jp/,定期的な処方を希望される方が対象。症状によっては受診をお願いすることがあります。,1,東京都三鷹市井口3-6-16アップルかえで通りビル１階,0.0
4297,医療法人社団永寿会 三鷹中央病院,0422-44-6161,-,なし,1,東京都三鷹市上連雀五丁目２３番１０号,0.0
4298,医療法人社団千実会 あきやま子どもクリニック,0422-70-5777,-,なし,1,東京都三鷹市上連雀4-3-3 川口ビル1Ｆ,0.0
4299,斎藤小児科医院,0422-43-2237,-,なし,1,東京都三鷹市上連雀9-41-21,0.0
4300,医療法人社団健櫻会 篠原医院,0422-45-1859,-,なし,1,東京都三鷹市上連雀2-9-5,0.0
4301,医療法人社団建英会浅野クリニック,0422-46-5512,-,なし,1,東京都三鷹市上連雀3-5-19,0.0
4302,医療法人社団うちはら内科クリニック,0422-40-6180,-,なし,1,東京都三鷹市上連雀７-１１-７石井ビル1階,0.0
4303,医療法人社団 薫真会 わたらい耳鼻咽喉科,0422-72-2733,-,なし,1,東京都三鷹市上連雀2-7-14,0.0
4304,高山医院,0422-43-0700,-,なし,1,東京都三鷹市上連雀４-２-２９,0.0
4305,みたか循環器内科,0422-45-1210,-,当院通院中の方が受診困難な場合、curonまたは電話診療で診察可能です。,0,東京都三鷹市上連雀2-4-8,0.0
4306,医療法人社団永寿会 ふれあい診療所,0422-79-1313,-,なし,0,東京都三鷹市上連雀5丁目24-2,2
4307,プライムクリニック三鷹,web予約,https://prime-clinic.jp/,なし,1,東京都三鷹市下連雀3-22-14岡田ビル201,0.0
4308,医療法人社団向生會　ぴあ訪問クリニック三鷹,0422-29-8383,-,往診及び外来での対応となります。事前にお電話ください。,1,東京都三鷹市下連雀3-43-21　藤和三鷹ホームズ205,0.0
4309,医療法人財団紘友会 三鷹病院,0422-47-0800,-,なし,1,東京都三鷹市下連雀5-1-12,0.0
4310,医療法人　社団　鎌田医院,0422-43-4621,-,予約なしで来院された場合は、検査をお断りしております。予約したら定時にいらしてください。早く来院されても他の患者さんがいるので中には入れません。,1,東京都三鷹市下連雀1-30-12,0.0
4311,みなみうら生協診療所,0422-48-4121,-,なし,1,東京都三鷹市下連雀7-1-27オタリ南浦ビル1階,0.0
4312,三木クリニック,0422-71-7001,-,なし,1,東京都三鷹市下連雀3-37-8 KMビル101,0.0
4313,"医療法人社団らくだ会　三鷹痛みのクリニック
",070-8464-8040,-,なし,1,東京都三鷹市下連雀3-27-12-5F,0.0
4314,つちや小児科,0422-40-1488,-,なし,1,東京都三鷹市下連雀4-16-11-1F,0.0
4315,医療法人社団 佳仁会 三鷹第一クリニック,0422-46-4141,-,なし,1,東京都三鷹市下連雀8-9-21,0.0
4316,医療法人社団撫子高松メディカルクリニック,0422-70-1035,-,発熱外来は階段を使用し２階、一般患者はエレベータを使用し３階で診療。常時複数医師が勤務、一般と発熱外来が空間的に完全分離,1,東京都三鷹市下連雀4-16-12三鷹第一ビルANNEX3F,0.0
4317,くぼかわ内科医院,0422-24-7353,-,なし,1,東京都三鷹市下連雀6-2-16アトラス吉祥寺１階,0.0
4318,医療法人社団　桜一会　かんの内科,0422-40-5022,-,当日電話受付のみです。直接のご来院はお控えください。,1,東京都三鷹市下連雀3丁目44-17エルヴェ三鷹203,0.0
4319,医療法人社団虔結会　佐竹医院,0422-43-3273,-,なし,1,東京都三鷹市下連雀3-14-28,0.0
4320,三鷹駅前たなか糖尿病・内科クリニック,0422‐26‐7776,-,なし,1,東京都三鷹市下連雀３-３６-１　トリコナ3階,0.0
4321,下田医院,0422-44-3710,-,小児科のため、小児患者とそのご家族のみ診療可能です。予約なしで来院された場合は、検査をお断りしております。,0,東京都三鷹市下連雀２ー１８ー１,0.0
4322,角田外科消化器科医院,0422-45-3251,-,なし,1,東京都三鷹市下連雀4-9-1,0.0
4323,たきがわクリニック,0422-41-7777,-,なし,0,東京都三鷹市下連雀４-２０-１５新生ハイツ１階,2
4324,医療法人社団優育会渡辺こどもクリニック,0422-41-1550,-,なし,0,東京都三鷹市下連雀9-5-1 1階,0.0
4325,医療法人社団 片平内科クリニック,0422-79-0271,-,なし,0,東京都三鷹市下連雀3-27-12-4F,2
4326,医療法人社団 想真会 さくらクリニック,0422-26-5921,-,なし,0,東京都三鷹市下連雀5-3-5サンシティ吉祥寺1階,2
4327,医療法人社団 O・M・S むさし野さいとうクリニック,0422-70-1071,-,なし,0,東京都三鷹市下連雀3-43-19 グローリオ三鷹101,2
4328,平嶺内科医院,0422-43-2838,-,なし,0,東京都三鷹市下連雀3-24-7平嶺ビル1階,0.0
4329,医療法人社団 野崎医院,0422-31-8373,-,なし,1,東京都三鷹市野崎3-18-18,0.0
4330,のざきはちまん前内科,0422-48-3735,-,発熱/COVID-19対策外来での受付人数は午前・午後共に10名（組）までとさせていただきます。,1,東京都三鷹市野崎1-22-8 レヴァンティア1F,0.0
4331,むさしの丘ファミリークリニック,0422-30-9988,-,なし,1,東京都三鷹市野崎3-3-15,0.0
4332,三鷹市医師会休日・小児平日準夜間診療所,0422-24-8199,-,なし,0,東京都三鷹市野崎1-7-23,1.0
4333,おかだ耳鼻咽喉科,0422-32-2021,-,必ず受診前にお電話でお問合せください。無症状・耳鼻咽喉科症状のない方の検査はご遠慮して頂く場合があります。,0,東京都三鷹市野崎3-3-15-102,0.0
4334,八幡診療所,0422-31-8092,-,なし,1,東京都三鷹市大沢５-３-１１,0.0
4335,天文台クリニック,0422-30-7929,-,なし,1,東京都三鷹市大沢1-17-2,0.0
4336,医療法人社団亨洋会 あかいしクリニック,0422-39-5941,-,なし,0,東京都三鷹市深大寺2-35-29,0.0
4337,野村病院,0422-47-4848,-,なし,1,東京都三鷹市下連雀８-３-６,0.0
4338,公益財団法人　井之頭病院,0422-44-5331,-,なし,0,東京都三鷹市上連雀4-14-1,0.0
4339,学校法人　杏林学園　　杏林大学医学部付属病院,0422-47-5511,-,必ず事前にお電話でお問合せください。なお、検査能力を適正に配分するため、かかりつけの患者さん以外で無症状・軽症のかたの検査はご遠慮して頂く場合があります。　　　,1,東京都三鷹市新川６丁目２０番地２号,1.0
4340,新谷医院,042-361-9419,-,なし,1,東京都府中市朝日町2-30-11,0.0
4341,医療法人社団英悟会朝日町クリニック,042-352-5233,-,8/13～8/21は休診です。発熱を含め風邪症状(咽頭痛・頭痛・倦怠感）や嘔吐・下痢症状の有る方は必ず来院前にお電話で予約をお取り下さい。,1,東京都府中市朝日町2-28-1 -101号,0.0
4342,榊原記念病院,81423143111,-,当院では自治体や他医療機関からご依頼があった患者様の対応となります。検査目的での診察は行っておりません。,0,東京都府中市朝日町3-16-1,0.0
4343,医療法人社団IKC井上こどもクリニック,042-319-2195,-,なし,1,東京都府中市若松町1-7-6サングレース東府中1階A-1号室,0.0
4344,たにざき循環器内科クリニック,042-319-0056,-,なし,1,東京都府中市若松町1-5-20,0.0
4345,医療法人社団新愛会 東府中病院,042-364-0151,-,なし,1,東京都府中市若松町2-7-20,0.0
4346,医療法人社団碧の会小木曽内科眼科医院,090-1813-5497,-,受信される前に必ずお電話で予約をおねがします。,0,東京都府中市若松町2-5-8,0.0
4347,"医療法人社団哲信会　府中クリニック
",042-366-5483,-,なし,1,東京都府中市緑町1-3-1,0.0
4348,武井耳鼻咽喉科,042-306-8411,https://ssc8.doctorqube.com/takei-ent/,なし,0,東京都府中市緑町3-8-2　TOHO GREEN 4F,0.0
4349,医療法人社団オキノピオ おき医院,web予約,https://park.paa.jp/park2/clinics/1238/,なし,1,東京都府中市白糸台5-24-1 フジビル102,0.0
4350,武蔵野台クリニック 内科・消化器内科,042-360-8866,-,なし,1,東京都府中市白糸台5-39-10 谷中商事ビル１F,0.0
4351,医療法人社団康野診療所,042-365-3666,-,完全予約制の為、必ず電話で予約後に受診して下さい。,0,東京都府中市白糸台2-10-2,0.0
4352,品田医院,042-368-5598,-,なし,0,東京都府中市押立町1ー24ー1・2-1-113,0.0
4353,野々田小児科・内科,042-369-2561,-,なし,0,東京都府中市小柳町3-32-26,0.0
4354,さとみクリニック,042-340-8688,-,なし,1,東京都府中市是政2-3-4フルブルーム103,0.0
4355,医療法人 慈照一灯会 平林医院,042-365-3550,-,なし,1,東京都府中市是政5-4-4,0.0
4356,医療法人社団共済会　共済会櫻井病院,042-362-5141,-,なし,1,東京都府中市是政2-36,0.0
4357,野本医院,042-363-2736,-,なし,0,東京都府中市是政1-５,2
4358,これまさクリニック,042-306-9866,-,なし,0,東京都府中市是政5-2-31 2階,0.0
4359,久米医院,042-335-1515,-,完全予約、個室制。電話で予約をとってください。専用入口をお伝えします。薬手帳をお忘れなく。院内処方。２段の段差、足の不自由な方は介護者が必要。相談ください。,1,東京都府中市清水が丘2-3-26,0.0
4360,医療法人社団 城東桐和会 府中駅前クリニック,042-319-8383,-,遠隔診療は電話診療のみ,1,東京都府中市宮町一丁目１００番地 ４階,0.0
4361,もとじ内科クリニック,042-352-6350,-,なし,0,東京都府中市宮町1-22-6のぞみビル３階,2
4362,府中けやきクリニック,042-306-7768,-,電話予約制です。通常診療（訪問診療）の中でおこなっているため少数の枠となっておりますことご了承ください。（10歳以上の方を対象としております）,0,東京都府中市宮町1丁目22-6　のぞみビル6階,0.0
4363,医療法人社団翔和仁誠会あすなろクリニック,042-354-6855,-,なし,0,東京都府中市宮町１-１００　ル・シーニュ4階,0.0
4364,南町医院,0423602611,-,なし,0,東京都府中市南町４-３１-５,0.0
4365,府中朝倉クリニック,81423527787,-,なし,0,東京都府中市南町2-34-8,0.0
4366,"医療法人社団 榠（カリン）会
加藤内科",042-366-2277,-,なし,0,東京都府中市本町4-12-14 ハイム分倍河原1階,2
4367,中村内科クリニック,042-362-2112,-,なし,1,東京都府中市西府町2-12-1西府・ﾒﾃﾞｨｶﾙﾌﾟﾗｻﾞ２F201号,0.0
4368,西府すこやかこどもクリニック,042-366-5591,-,なし,1,東京都府中市西府町１丁目５３-１ 西府駅前ビル２階,0.0
4369,武藤医院,042-365-1701,-,なし,0,東京都府中市分梅町1-10-21,0.0
4370,医療法人社団　宗慶会　井手医院,042-361-9458,-,あらかじめ電話にてご連絡ください,1,東京都府中市住吉町４-１５-９,0.0
4371,石田医院,0423342223,-,感染拡大時はお電話がつながりにくくご迷惑をおかけします。,1,東京都府中市住吉町5-1-4,0.0
4372,医療法人社団賛佳会日野クリニック,042-330-3600,-,なし,1,東京都府中市住吉町2-15-9,0.0
4373,みね内科クリニック,042-302-8550,-,なし,1,東京都府中市住吉町1-30-2-101,0.0
4374,深澤内科呼吸器科クリニック,042-366-6600,-,なし,0,東京都府中市住吉町４-１８-１２パークウエスト１F,0.0
4375,中河原内科クリニック,042-351-0267,-,1日２人まで予約をお受けしております,0,東京都府中市住吉町1-84-1-102,0.0
4376,医療法人社団春山会,042-572-3812,-,なし,1,東京都府中市北山町2-18-4,2
4377,医療法人社団崎山小児科,042-322-7859,-,基本的に小児科患者のみの対応としますが、当院で陽性と診断した患者家族については極力受け入れますのでご相談下さい。,1,東京都府中市武蔵台３-２-２,0.0
4378,ちほ内科クリニック,042-323-1068,-,内科のため、小児は10歳以上ならば診察致します。,1,東京都府中市武蔵台3-31-8,0.0
4379,分梅クリニック,042-352-8671,-,なし,1,東京都府中市美好町３-４-１芝嵜ビル４０１,0.0
4380,分倍医院,042-361-4722,-,なし,0,東京都府中市美好町三丁目３番地の１８,0.0
4381,医療法人社団喜平会 府中病院,042-360-0033,-,なし,0,東京都府中市美好町一丁目22番地,0.0
